Date,Open,High,Low,Close,Adj Close,Volume
2022-03-07,4.829999923706055,4.840000152587891,4.46999979019165,4.53000020980835,4.53000020980835,30365932
2022-03-08,4.460000038146973,4.619999885559082,4.385000228881836,4.519999980926514,4.519999980926514,17060109
2022-03-09,4.590000152587891,4.690000057220459,4.559999942779541,4.659999847412109,4.659999847412109,11087588
2022-03-10,4.800000190734863,4.989999771118164,4.789999961853027,4.929999828338623,4.929999828338623,20346219
2022-03-11,4.900000095367432,4.929999828338623,4.820000171661377,4.849999904632568,4.849999904632568,7339069
2022-03-14,4.889999866485596,4.989999771118164,4.889999866485596,4.909999847412109,4.909999847412109,7784939
2022-03-15,4.920000076293945,5.0,4.889999866485596,4.940000057220459,4.940000057220459,8434914
2022-03-16,5.079999923706055,5.139999866485596,5.039999961853027,5.050000190734863,5.050000190734863,8405258
2022-03-17,5.150000095367432,5.179999828338623,5.099999904632568,5.139999866485596,5.139999866485596,6657291
2022-03-18,5.139999866485596,5.150000095367432,5.019999980926514,5.119999885559082,5.119999885559082,8255118
2022-03-21,5.139999866485596,5.170000076293945,5.050000190734863,5.070000171661377,5.070000171661377,5110878
2022-03-22,5.119999885559082,5.139999866485596,4.989999771118164,5.019999980926514,5.019999980926514,4465056
2022-03-23,5.079999923706055,5.114999771118164,5.050000190734863,5.059999942779541,5.059999942779541,3609334
2022-03-24,5.019999980926514,5.070000171661377,4.989999771118164,5.050000190734863,5.050000190734863,4214432
2022-03-25,5.059999942779541,5.139999866485596,5.050000190734863,5.110000133514404,5.110000133514404,9549999
2022-03-28,5.139999866485596,5.139999866485596,5.059999942779541,5.139999866485596,5.139999866485596,4009912
2022-03-29,5.159999847412109,5.224999904632568,5.150000095367432,5.150000095367432,5.150000095367432,13148422
2022-03-30,5.239999771118164,5.320000171661377,5.195000171661377,5.260000228881836,5.260000228881836,7658655
2022-03-31,5.25,5.289999961853027,5.179999828338623,5.210000038146973,5.210000038146973,6117823
2022-04-01,5.159999847412109,5.260000228881836,5.150000095367432,5.239999771118164,5.239999771118164,3649794
2022-04-04,5.199999809265137,5.230000019073486,5.159999847412109,5.159999847412109,5.159999847412109,3849273
2022-04-05,5.190000057220459,5.230000019073486,5.139999866485596,5.170000076293945,5.170000076293945,3687619
2022-04-06,5.110000133514404,5.130000114440918,5.070000171661377,5.099999904632568,5.099999904632568,4240770
2022-04-07,5.019999980926514,5.039999961853027,4.980000019073486,5.0,5.0,6115047
2022-04-08,5.0,5.050000190734863,4.989999771118164,5.039999961853027,5.039999961853027,5180324
2022-04-11,5.03000020980835,5.050000190734863,5.0,5.03000020980835,5.03000020980835,3242662
2022-04-12,5.059999942779541,5.110000133514404,5.039999961853027,5.079999923706055,5.079999923706055,5815046
2022-04-13,5.059999942779541,5.099999904632568,5.025000095367432,5.090000152587891,5.090000152587891,9446970
2022-04-14,5.179999828338623,5.5,5.179999828338623,5.449999809265137,5.449999809265137,17049034
2022-04-19,5.400000095367432,5.46999979019165,5.340000152587891,5.389999866485596,5.389999866485596,5862039
2022-04-20,5.449999809265137,5.480000019073486,5.409999847412109,5.429999828338623,5.429999828338623,5916811
2022-04-21,5.519999980926514,5.639999866485596,5.510000228881836,5.639999866485596,5.639999866485596,10207137
2022-04-22,5.639999866485596,5.710000038146973,5.570000171661377,5.639999866485596,5.639999866485596,7722499
2022-04-26,5.5,5.570000171661377,5.5,5.539999961853027,5.539999961853027,5250957
2022-04-27,5.440000057220459,5.489999771118164,5.329999923706055,5.449999809265137,5.449999809265137,5882072
2022-04-28,5.460000038146973,5.53000020980835,5.445000171661377,5.460000038146973,5.460000038146973,3558727
2022-04-29,5.53000020980835,5.599999904632568,5.489999771118164,5.599999904632568,5.599999904632568,4709891
2022-05-02,5.75,5.920000076293945,5.710000038146973,5.760000228881836,5.760000228881836,16942871
2022-05-03,5.849999904632568,5.914999961853027,5.760000228881836,5.800000190734863,5.800000190734863,11049906
2022-05-04,5.880000114440918,5.920000076293945,5.639999866485596,5.670000076293945,5.670000076293945,8408510
2022-05-05,5.690000057220459,5.710000038146973,5.559999942779541,5.650000095367432,5.650000095367432,9441295
2022-05-06,5.5,5.510000228881836,5.409999847412109,5.5,5.5,12057399
2022-05-09,5.449999809265137,5.460000038146973,5.289999961853027,5.380000114440918,5.380000114440918,9156355
2022-05-10,5.21999979019165,5.389999866485596,5.150000095367432,5.349999904632568,5.349999904632568,9231110
2022-05-11,5.349999904632568,5.349999904632568,5.239999771118164,5.309999942779541,5.309999942779541,5618031
2022-05-12,5.239999771118164,5.289999961853027,5.159999847412109,5.179999828338623,5.179999828338623,9178610
2022-05-13,5.199999809265137,5.300000190734863,5.179999828338623,5.289999961853027,5.289999961853027,6116130
2022-05-16,5.369999885559082,5.440000057220459,5.349999904632568,5.380000114440918,5.380000114440918,4825046
2022-05-17,5.360000133514404,5.46999979019165,5.320000171661377,5.440000057220459,5.440000057220459,5367615
2022-05-18,5.510000228881836,5.599999904632568,5.5,5.519999980926514,5.519999980926514,6455701
2022-05-19,5.400000095367432,5.46999979019165,5.34499979019165,5.460000038146973,5.460000038146973,5414827
2022-05-20,5.409999847412109,5.574999809265137,5.409999847412109,5.559999942779541,5.559999942779541,3729715
2022-05-23,5.539999961853027,5.550000190734863,5.440000057220459,5.460000038146973,5.460000038146973,3325140
2022-05-24,5.449999809265137,5.460000038146973,5.355000019073486,5.380000114440918,5.380000114440918,6261921
2022-05-25,5.320000171661377,5.369999885559082,5.300000190734863,5.349999904632568,5.349999904632568,4255033
2022-05-26,5.380000114440918,5.489999771118164,5.380000114440918,5.409999847412109,5.409999847412109,7739814
2022-05-27,5.5,5.5,5.400000095367432,5.460000038146973,5.460000038146973,5293237
2022-05-30,5.519999980926514,5.619999885559082,5.514999866485596,5.610000133514404,5.610000133514404,7929164
2022-05-31,5.599999904632568,5.619999885559082,5.510000228881836,5.510000228881836,5.510000228881836,6091203
2022-06-01,5.559999942779541,5.570000171661377,5.505000114440918,5.53000020980835,5.53000020980835,8039881
2022-06-02,5.420000076293945,5.465000152587891,5.380000114440918,5.409999847412109,5.409999847412109,8389455
2022-06-03,5.46999979019165,5.5,5.449999809265137,5.489999771118164,5.489999771118164,3540052
2022-06-06,5.440000057220459,5.449999809265137,5.309999942779541,5.320000171661377,5.320000171661377,6390707
2022-06-07,5.320000171661377,5.380000114440918,5.284999847412109,5.329999923706055,5.329999923706055,6759611
2022-06-08,5.360000133514404,5.440000057220459,5.309999942779541,5.429999828338623,5.429999828338623,8344182
2022-06-09,5.340000152587891,5.369999885559082,5.190000057220459,5.210000038146973,5.210000038146973,11052066
2022-06-10,5.179999828338623,5.199999809265137,5.159999847412109,5.159999847412109,5.159999847412109,8080535
2022-06-14,4.900000095367432,4.900000095367432,4.75,4.840000152587891,4.840000152587891,17032992
2022-06-15,4.809999942779541,4.840000152587891,4.699999809265137,4.710000038146973,4.710000038146973,8595330
2022-06-16,4.840000152587891,4.840000152587891,4.519999980926514,4.519999980926514,4.519999980926514,20651259
2022-06-17,4.329999923706055,4.449999809265137,4.25,4.360000133514404,4.360000133514404,24004929
2022-06-20,4.460000038146973,4.489999771118164,4.400000095367432,4.429999828338623,4.429999828338623,15884329
2022-06-21,4.480000019073486,4.579999923706055,4.460000038146973,4.550000190734863,4.550000190734863,14093396
2022-06-22,4.550000190734863,4.610000133514404,4.474999904632568,4.5,4.5,8824757
2022-06-23,4.519999980926514,4.570000171661377,4.489999771118164,4.519999980926514,4.519999980926514,8878001
2022-06-24,4.579999923706055,4.590000152587891,4.449999809265137,4.449999809265137,4.449999809265137,7574639
2022-06-27,4.519999980926514,4.639999866485596,4.510000228881836,4.639999866485596,4.639999866485596,9572403
2022-06-28,4.599999904632568,4.630000114440918,4.519999980926514,4.539999961853027,4.539999961853027,6250020
2022-06-29,4.510000228881836,4.559999942779541,4.46999979019165,4.539999961853027,4.539999961853027,6164606
2022-06-30,4.53000020980835,4.539999961853027,4.46999979019165,4.46999979019165,4.46999979019165,9927507
2022-07-01,4.5,4.559999942779541,4.449999809265137,4.449999809265137,4.449999809265137,6201242
2022-07-04,4.539999961853027,4.579999923706055,4.46999979019165,4.510000228881836,4.510000228881836,5836365
2022-07-05,4.53000020980835,4.550000190734863,4.489999771118164,4.489999771118164,4.489999771118164,5992824
2022-07-06,4.519999980926514,4.559999942779541,4.46999979019165,4.480000019073486,4.480000019073486,6658404
2022-07-07,4.510000228881836,4.519999980926514,4.380000114440918,4.449999809265137,4.449999809265137,7491552
2022-07-08,4.510000228881836,4.519999980926514,4.429999828338623,4.440000057220459,4.440000057220459,4455693
2022-07-11,4.460000038146973,4.46999979019165,4.380000114440918,4.389999866485596,4.389999866485596,3875626
2022-07-12,4.389999866485596,4.389999866485596,4.210000038146973,4.239999771118164,4.239999771118164,10535817
2022-07-13,4.369999885559082,4.449999809265137,4.349999904632568,4.420000076293945,4.420000076293945,13625281
2022-07-14,4.369999885559082,4.429999828338623,4.360000133514404,4.409999847412109,4.409999847412109,7052547
2022-07-15,4.380000114440918,4.420000076293945,4.329999923706055,4.409999847412109,4.409999847412109,5995881
2022-07-18,4.460000038146973,4.510000228881836,4.409999847412109,4.5,4.5,4691167
2022-07-19,4.480000019073486,4.525000095367432,4.465000152587891,4.489999771118164,4.489999771118164,4068840
2022-07-20,4.539999961853027,4.610000133514404,4.53000020980835,4.610000133514404,4.610000133514404,3820176
2022-07-21,4.630000114440918,4.630000114440918,4.550000190734863,4.599999904632568,4.599999904632568,5828394
2022-07-22,4.570000171661377,4.574999809265137,4.5,4.510000228881836,4.510000228881836,7317556
2022-07-25,4.539999961853027,4.614999771118164,4.519999980926514,4.590000152587891,4.590000152587891,4301764
2022-07-26,4.590000152587891,4.610000133514404,4.5,4.5,4.5,3863278
2022-07-27,4.5,4.53000020980835,4.480000019073486,4.519999980926514,4.519999980926514,3855130
2022-07-28,4.590000152587891,4.630000114440918,4.570000171661377,4.590000152587891,4.590000152587891,3238427
2022-07-29,4.610000133514404,4.630000114440918,4.550000190734863,4.559999942779541,4.559999942779541,6155656
2022-08-01,4.559999942779541,4.670000076293945,4.559999942779541,4.639999866485596,4.639999866485596,6030011
2022-08-02,4.650000095367432,4.650000095367432,4.559999942779541,4.599999904632568,4.599999904632568,4901102
2022-08-03,4.590000152587891,4.630000114440918,4.53000020980835,4.599999904632568,4.599999904632568,5156909
2022-08-04,4.559999942779541,4.659999847412109,4.550000190734863,4.559999942779541,4.559999942779541,7554749
2022-08-05,4.610000133514404,4.679999828338623,4.590000152587891,4.619999885559082,4.619999885559082,4918529
2022-08-08,4.579999923706055,4.599999904632568,4.5,4.559999942779541,4.559999942779541,4535207
2022-08-09,4.570000171661377,4.679999828338623,4.545000076293945,4.630000114440918,4.630000114440918,6114261
2022-08-10,4.590000152587891,4.659999847412109,4.590000152587891,4.639999866485596,4.639999866485596,2896269
2022-08-11,4.690000057220459,4.730000019073486,4.644999980926514,4.690000057220459,4.690000057220459,4280122
2022-08-12,4.679999828338623,4.699999809265137,4.639999866485596,4.679999828338623,4.679999828338623,3387694
2022-08-15,4.699999809265137,4.75,4.670000076293945,4.75,4.75,2167099
2022-08-16,4.800000190734863,4.849999904632568,4.75,4.769999980926514,4.769999980926514,6035633
2022-08-17,4.820000171661377,4.829999923706055,4.769999980926514,4.820000171661377,4.820000171661377,3921057
2022-08-18,4.800000190734863,4.809999942779541,4.769999980926514,4.769999980926514,4.769999980926514,5128406
2022-08-19,4.800000190734863,4.800000190734863,4.659999847412109,4.699999809265137,4.699999809265137,7170879
2022-08-22,4.630000114440918,4.639999866485596,4.579999923706055,4.610000133514404,4.610000133514404,4939124
2022-08-23,4.550000190734863,4.630000114440918,4.53000020980835,4.550000190734863,4.550000190734863,6889012
2022-08-24,4.559999942779541,4.619999885559082,4.519999980926514,4.539999961853027,4.539999961853027,6727041
2022-08-25,4.809999942779541,5.010000228881836,4.760000228881836,4.860000133514404,4.860000133514404,23380790
2022-08-26,5.019999980926514,5.179999828338623,5.010000228881836,5.179999828338623,5.179999828338623,14812423
2022-08-29,5.03000020980835,5.159999847412109,5.0,5.159999847412109,5.159999847412109,10246901
2022-08-30,5.150000095367432,5.329999923706055,5.139999866485596,5.289999961853027,5.289999961853027,11439344
2022-08-31,5.25,5.440000057220459,5.239999771118164,5.320000171661377,5.320000171661377,12152536
2022-09-01,5.210000038146973,5.320000171661377,5.199999809265137,5.199999809265137,5.199999809265137,10145309
2022-09-02,5.25,5.300000190734863,5.230000019073486,5.28000020980835,5.28000020980835,9399281
2022-09-05,5.21999979019165,5.269999980926514,5.059999942779541,5.110000133514404,5.110000133514404,10791146
2022-09-06,5.139999866485596,5.170000076293945,5.070000171661377,5.090000152587891,5.090000152587891,8561663
2022-09-07,5.079999923706055,5.139999866485596,4.989999771118164,5.059999942779541,5.059999942779541,23397621
2022-09-08,5.150000095367432,5.25,5.130000114440918,5.25,5.25,9531275
2022-09-09,5.159999847412109,5.260000228881836,5.159999847412109,5.239999771118164,5.239999771118164,5557069
2022-09-12,5.300000190734863,5.300000190734863,5.21999979019165,5.28000020980835,5.28000020980835,9803252
2022-09-13,5.340000152587891,5.349999904632568,5.25,5.309999942779541,5.309999942779541,10304515
2022-09-14,5.159999847412109,5.260000228881836,5.150000095367432,5.230000019073486,5.230000019073486,8684816
2022-09-15,5.260000228881836,5.380000114440918,5.239999771118164,5.349999904632568,5.349999904632568,10334822
2022-09-16,5.269999980926514,5.360000133514404,5.260000228881836,5.300000190734863,5.300000190734863,9312004
2022-09-19,5.28000020980835,5.309999942779541,5.210000038146973,5.25,5.25,8947951
2022-09-20,5.309999942779541,5.320000171661377,5.264999866485596,5.28000020980835,5.28000020980835,6980776
2022-09-21,5.300000190734863,5.360000133514404,5.21999979019165,5.239999771118164,5.239999771118164,5808267
2022-09-23,5.119999885559082,5.150000095367432,5.090000152587891,5.139999866485596,5.139999866485596,7773202
2022-09-26,5.03000020980835,5.099999904632568,5.010000228881836,5.059999942779541,5.059999942779541,7089263
2022-09-27,5.050000190734863,5.150000095367432,5.050000190734863,5.119999885559082,5.119999885559082,14660953
2022-09-28,5.119999885559082,5.159999847412109,5.070000171661377,5.150000095367432,5.150000095367432,9196726
2022-09-29,5.21999979019165,5.309999942779541,5.210000038146973,5.239999771118164,5.239999771118164,11789032
2022-09-30,5.170000076293945,5.199999809265137,5.019999980926514,5.019999980926514,5.019999980926514,10422019
2022-10-03,5.019999980926514,5.059999942779541,4.869999885559082,4.980000019073486,4.980000019073486,4787393
2022-10-04,5.079999923706055,5.179999828338623,5.070000171661377,5.170000076293945,5.170000076293945,7568461
2022-10-05,5.230000019073486,5.329999923706055,5.210000038146973,5.300000190734863,5.300000190734863,11337830
2022-10-06,5.28000020980835,5.349999904632568,5.269999980926514,5.269999980926514,5.269999980926514,8618149
2022-10-07,5.260000228881836,5.375,5.239999771118164,5.349999904632568,5.349999904632568,7616244
2022-10-10,5.190000057220459,5.25,5.164999961853027,5.199999809265137,5.199999809265137,4106632
2022-10-11,5.21999979019165,5.300000190734863,5.204999923706055,5.239999771118164,5.239999771118164,5515515
2022-10-12,5.199999809265137,5.25,5.170000076293945,5.170000076293945,5.170000076293945,4284273
2022-10-13,5.760000228881836,5.840000152587891,5.590000152587891,5.619999885559082,5.619999885559082,28459274
2022-10-14,5.789999961853027,5.849999904632568,5.710000038146973,5.800000190734863,5.800000190734863,16426980
2022-10-17,5.75,5.849999904632568,5.710000038146973,5.829999923706055,5.829999923706055,9499021
2022-10-18,5.880000114440918,5.929999828338623,5.860000133514404,5.900000095367432,5.900000095367432,10091378
2022-10-19,5.96999979019165,6.074999809265137,5.949999809265137,6.0,6.0,14245524
2022-10-20,5.980000019073486,6.019999980926514,5.940000057220459,6.019999980926514,6.019999980926514,12859561
2022-10-21,5.960000038146973,6.0,5.829999923706055,5.840000152587891,5.840000152587891,15575331
2022-10-24,5.960000038146973,6.019999980926514,5.829999923706055,5.829999923706055,5.829999923706055,9615832
2022-10-25,5.929999828338623,5.949999809265137,5.889999866485596,5.940000057220459,5.940000057220459,7743569
2022-10-26,5.940000057220459,5.960000038146973,5.840000152587891,5.860000133514404,5.860000133514404,6872543
2022-10-27,5.840000152587891,5.894999980926514,5.820000171661377,5.829999923706055,5.829999923706055,6732997
2022-10-28,5.849999904632568,5.860000133514404,5.730000019073486,5.760000228881836,5.760000228881836,6541079
2022-10-31,5.849999904632568,5.860000133514404,5.800000190734863,5.840000152587891,5.840000152587891,5799333
2022-11-01,5.880000114440918,6.0,5.869999885559082,6.0,6.0,13183291
2022-11-02,6.0,6.019999980926514,5.96999979019165,5.980000019073486,5.980000019073486,11291586
2022-11-03,5.849999904632568,6.039999961853027,5.849999904632568,5.949999809265137,5.949999809265137,8044123
2022-11-04,5.900000095367432,5.989999771118164,5.880000114440918,5.96999979019165,5.96999979019165,8422380
2022-11-07,5.980000019073486,6.039999961853027,5.96999979019165,6.039999961853027,6.039999961853027,7116648
2022-11-08,6.050000190734863,6.139999866485596,6.019999980926514,6.130000114440918,6.130000114440918,9773593
2022-11-09,6.150000095367432,6.170000076293945,6.005000114440918,6.010000228881836,6.010000228881836,6829275
2022-11-10,5.980000019073486,6.03000020980835,5.949999809265137,5.980000019073486,5.980000019073486,5679481
2022-11-11,6.150000095367432,6.150000095367432,5.934999942779541,5.96999979019165,5.96999979019165,16357650
2022-11-14,5.940000057220459,5.940000057220459,5.775000095367432,5.820000171661377,5.820000171661377,8004783
2022-11-15,5.849999904632568,5.880000114440918,5.739999771118164,5.829999923706055,5.829999923706055,9281491
2022-11-16,5.840000152587891,5.869999885559082,5.769999980926514,5.800000190734863,5.800000190734863,7933161
2022-11-17,5.880000114440918,5.929999828338623,5.829999923706055,5.900000095367432,5.900000095367432,8911599
2022-11-18,5.900000095367432,5.934999942779541,5.869999885559082,5.880000114440918,5.880000114440918,6505128
2022-11-21,5.920000076293945,5.920000076293945,5.820000171661377,5.869999885559082,5.869999885559082,6309385
2022-11-22,5.909999847412109,5.920000076293945,5.860000133514404,5.869999885559082,5.869999885559082,15248937
2022-11-23,6.130000114440918,6.230000019073486,6.119999885559082,6.179999828338623,6.179999828338623,15290680
2022-11-24,6.300000190734863,6.360000133514404,6.190000057220459,6.190000057220459,6.190000057220459,9983472
2022-11-25,6.179999828338623,6.210000038146973,6.050000190734863,6.059999942779541,6.059999942779541,8504713
2022-11-28,6.170000076293945,6.170000076293945,6.099999904632568,6.139999866485596,6.139999866485596,8890449
2022-11-29,6.150000095367432,6.230000019073486,6.144999980926514,6.190000057220459,6.190000057220459,6502655
2022-11-30,6.230000019073486,6.239999771118164,6.159999847412109,6.239999771118164,6.239999771118164,18269284
2022-12-01,6.329999923706055,6.340000152587891,6.190000057220459,6.21999979019165,6.21999979019165,10791142
2022-12-02,6.179999828338623,6.21999979019165,6.139999866485596,6.170000076293945,6.170000076293945,6294002
2022-12-05,6.199999809265137,6.244999885559082,6.150000095367432,6.190000057220459,6.190000057220459,6716934
2022-12-06,6.239999771118164,6.260000228881836,6.130000114440918,6.170000076293945,6.170000076293945,12145299
2022-12-07,6.179999828338623,6.28000020980835,6.130000114440918,6.269999980926514,6.269999980926514,11592199
2022-12-08,6.199999809265137,6.244999885559082,6.070000171661377,6.090000152587891,6.090000152587891,10967761
2022-12-09,6.150000095367432,6.21999979019165,6.070000171661377,6.210000038146973,6.210000038146973,13539858
2022-12-12,6.170000076293945,6.179999828338623,6.119999885559082,6.139999866485596,6.139999866485596,4891495
2022-12-13,6.199999809265137,6.28000020980835,6.170000076293945,6.28000020980835,6.28000020980835,9273511
2022-12-14,6.190000057220459,6.239999771118164,6.179999828338623,6.190000057220459,6.190000057220459,7401212
2022-12-15,6.210000038146973,6.21999979019165,6.130000114440918,6.150000095367432,6.150000095367432,7720337
2022-12-16,6.070000171661377,6.230000019073486,6.059999942779541,6.230000019073486,6.230000019073486,9096350
2022-12-19,6.25,6.25,6.190000057220459,6.21999979019165,6.21999979019165,5135082
2022-12-20,6.21999979019165,6.230000019073486,6.059999942779541,6.070000171661377,6.070000171661377,6303520
2022-12-21,6.159999847412109,6.159999847412109,6.074999809265137,6.090000152587891,6.090000152587891,4224626
2022-12-22,6.110000133514404,6.170000076293945,6.070000171661377,6.159999847412109,6.159999847412109,4405060
2022-12-23,6.070000171661377,6.139999866485596,6.070000171661377,6.110000133514404,6.110000133514404,3473667
2022-12-28,6.090000152587891,6.110000133514404,6.039999961853027,6.079999923706055,6.079999923706055,2791503
2022-12-29,6.010000228881836,6.039999961853027,5.929999828338623,5.940000057220459,5.940000057220459,3563852
2022-12-30,5.980000019073486,6.050000190734863,5.980000019073486,6.010000228881836,6.010000228881836,2406499
2023-01-03,5.989999771118164,6.03000020980835,5.880000114440918,5.940000057220459,5.940000057220459,4600791
2023-01-04,6.019999980926514,6.074999809265137,5.985000133514404,6.070000171661377,6.070000171661377,4943718
2023-01-05,6.150000095367432,6.239999771118164,6.119999885559082,6.210000038146973,6.210000038146973,5943817
2023-01-06,6.210000038146973,6.369999885559082,6.199999809265137,6.28000020980835,6.28000020980835,7371391
2023-01-09,6.329999923706055,6.420000076293945,6.309999942779541,6.400000095367432,6.400000095367432,6800904
2023-01-10,6.369999885559082,6.409999847412109,6.300000190734863,6.329999923706055,6.329999923706055,2943806
2023-01-11,6.360000133514404,6.449999809265137,6.349999904632568,6.380000114440918,6.380000114440918,5415547
2023-01-12,6.400000095367432,6.46999979019165,6.389999866485596,6.420000076293945,6.420000076293945,3593226
2023-01-13,6.489999771118164,6.519999980926514,6.46999979019165,6.46999979019165,6.46999979019165,5522873
2023-01-16,6.519999980926514,6.639999866485596,6.510000228881836,6.559999942779541,6.559999942779541,4071169
2023-01-17,6.590000152587891,6.599999904632568,6.525000095367432,6.539999961853027,6.539999961853027,3554753
2023-01-18,6.590000152587891,6.690000057220459,6.534999847412109,6.570000171661377,6.570000171661377,11816279
2023-01-19,6.599999904632568,6.610000133514404,6.5,6.539999961853027,6.539999961853027,5904813
2023-01-20,6.550000190734863,6.570000171661377,6.510000228881836,6.559999942779541,6.559999942779541,5291059
2023-01-23,6.590000152587891,6.619999885559082,6.559999942779541,6.559999942779541,6.559999942779541,6385845
2023-01-24,6.5,6.550000190734863,6.380000114440918,6.409999847412109,6.409999847412109,7876384
2023-01-25,6.429999828338623,6.519999980926514,6.409999847412109,6.46999979019165,6.46999979019165,5260501
2023-01-27,6.46999979019165,6.53000020980835,6.460000038146973,6.489999771118164,6.489999771118164,6623807
2023-01-30,6.5,6.53000020980835,6.380000114440918,6.380000114440918,6.380000114440918,4817231
2023-01-31,6.380000114440918,6.389999866485596,6.28000020980835,6.340000152587891,6.340000152587891,6093869
2023-02-01,6.380000114440918,6.449999809265137,6.340000152587891,6.400000095367432,6.400000095367432,7448991
2023-02-02,6.420000076293945,6.440000057220459,6.269999980926514,6.320000171661377,6.320000171661377,6574447
2023-02-03,6.389999866485596,6.434999942779541,6.329999923706055,6.420000076293945,6.420000076293945,8010314
2023-02-06,6.429999828338623,6.5,6.369999885559082,6.489999771118164,6.489999771118164,4957381
2023-02-07,6.53000020980835,6.590000152587891,6.449999809265137,6.480000019073486,6.480000019073486,6183343
2023-02-08,6.489999771118164,6.559999942779541,6.429999828338623,6.550000190734863,6.550000190734863,5638181
2023-02-09,6.570000171661377,6.579999923706055,6.510000228881836,6.539999961853027,6.539999961853027,4346062
2023-02-10,6.5,6.570000171661377,6.400000095367432,6.510000228881836,6.510000228881836,5067136
2023-02-13,6.449999809265137,6.510000228881836,6.429999828338623,6.510000228881836,6.510000228881836,4071434
2023-02-14,6.53000020980835,6.539999961853027,6.420000076293945,6.449999809265137,6.449999809265137,3643788
2023-02-15,6.489999771118164,6.53000020980835,6.429999828338623,6.46999979019165,6.46999979019165,4319010
2023-02-16,6.489999771118164,6.610000133514404,6.46999979019165,6.570000171661377,6.570000171661377,5828330
2023-02-17,6.599999904632568,6.610000133514404,6.510000228881836,6.599999904632568,6.599999904632568,4727578
2023-02-20,6.599999904632568,6.610000133514404,6.519999980926514,6.579999923706055,6.579999923706055,7990791
2023-02-21,6.5,6.550000190734863,6.400000095367432,6.400000095367432,6.400000095367432,5456770
2023-02-22,6.320000171661377,6.519999980926514,6.260000228881836,6.46999979019165,6.46999979019165,5873633
2023-02-23,6.5,6.539999961853027,5.96999979019165,6.03000020980835,6.03000020980835,30616784
2023-02-24,6.099999904632568,6.179999828338623,6.010000228881836,6.159999847412109,6.159999847412109,14947719
2023-02-27,6.139999866485596,6.289999961853027,6.130000114440918,6.28000020980835,6.28000020980835,12515985
2023-02-28,6.329999923706055,6.420000076293945,6.315000057220459,6.420000076293945,6.420000076293945,13148742
2023-03-01,6.480000019073486,6.550000190734863,6.409999847412109,6.440000057220459,6.440000057220459,9478564
2023-03-02,6.46999979019165,6.53000020980835,6.420000076293945,6.53000020980835,6.53000020980835,7026168
2023-03-03,6.539999961853027,6.639999866485596,6.489999771118164,6.510000228881836,6.510000228881836,8170538
2023-03-06,6.519999980926514,6.590000152587891,6.5,6.579999923706055,6.579999923706055,7099171
2023-03-07,6.619999885559082,6.710000038146973,6.554999828338623,6.579999923706055,6.579999923706055,12702688
2023-03-08,6.699999809265137,6.769999980926514,6.599999904632568,6.769999980926514,6.769999980926514,14325380
2023-03-09,6.840000152587891,6.869999885559082,6.75,6.800000190734863,6.800000190734863,13934963
2023-03-10,6.71999979019165,6.760000228881836,6.474999904632568,6.53000020980835,6.53000020980835,12300245
2023-03-13,6.449999809265137,6.5,6.369999885559082,6.5,6.5,9365569
2023-03-14,6.369999885559082,6.400000095367432,6.239999771118164,6.389999866485596,6.389999866485596,12570682
2023-03-15,6.440000057220459,6.480000019073486,6.349999904632568,6.420000076293945,6.420000076293945,11784539
